4	15
0	-6698.43	-6354.97	34.346
1	1160	1160	50
2	59	1159	25
3	0.0349066	0.349066	0.00872665
18315
0	100	55713	55713	0	0	1.3139e+08	1.3129e+08	0	99860	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	1.8013e+08	1.8003e+08	0	97526	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	2.3146e+08	2.3136e+08	0	95126	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	2.8552e+08	2.8542e+08	0	92651	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	3.4245e+08	3.4236e+08	0	90097	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	4.0238e+08	4.0229e+08	0	87461	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	4.6546e+08	4.6537e+08	0	84738	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	5.318e+08	5.3172e+08	0	81927	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	6.0149e+08	6.0142e+08	0	79024	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	6.7452e+08	6.7444e+08	0	76027	1	1.3604e+08	1.3597e+08	60257	9743	
0	100	55713	55713	0	0	7.5021e+08	7.5013e+08	0	72941	1	1.3604e+08	1.3597e+08	60257	9743	
0.0001	100	60369	60369	0	0	7.7439e+07	7.7344e+07	0	95262	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	1.0318e+08	1.0309e+08	0	93566	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	1.2996e+08	1.2987e+08	0	91844	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	1.5781e+08	1.5772e+08	0	90090	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	1.8677e+08	1.8668e+08	0	88303	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	2.1688e+08	2.1679e+08	0	86482	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	2.4817e+08	2.4808e+08	0	84625	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	2.8066e+08	2.8058e+08	0	82732	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	3.1438e+08	3.143e+08	0	80804	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	3.4929e+08	3.4921e+08	0	78841	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	100	60369	60369	0	0	3.8513e+08	3.8506e+08	0	76847	1	7.6612e+07	7.6547e+07	65215	0	
0.0001	200	64373	64373	0	0	5.1676e+07	5.1581e+07	0	94722	1	4.9212e+07	4.9143e+07	69427	0	
0.0001	200	64373	64373	0	0	6.7605e+07	6.7511e+07	0	93347	1	4.9212e+07	4.9143e+07	69427	0	
0.0001	200	64373	64373	0	0	8.4051e+07	8.3959e+07	0	91957	1	4.9212e+07	4.9143e+07	69427	0	
